author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
kappa,25-11-06,wetear,0,9478326,20:39,2006-11-24,287316,16:07,ok,Русские блоггеры слишком умные для Six Apart (не про СУП!)
kappa,25-11-06,anton,+1,9478328,23:26,2006-11-24,287316,16:07,ok,Русские блоггеры слишком умные для Six Apart (не про СУП!)
kappa,26-11-06,kappa,0,9478330,00:52,2006-11-24,287316,16:07,ok,Русские блоггеры слишком умные для Six Apart (не про СУП!)
kappa,04-12-06,dumkoeb,0,9478332,09:36,2006-11-24,287316,16:07,ok,Русские блоггеры слишком умные для Six Apart (не про СУП!)
