author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
hurricup,26-10-15,dmrt,+2,8628127,23:35,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
hurricup,27-10-15,hurricup,0,8628379,06:58,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
hurricup,27-10-15,Nyaon,0,8628663,10:47,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
hurricup,27-10-15,hurricup,0,8628699,10:59,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
hurricup,27-10-15,Nyaon,0,8628703,11:01,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
hurricup,27-10-15,hurricup,0,8628709,11:02,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
hurricup,27-10-15,Pilat,0,8629069,13:13,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
hurricup,27-10-15,hurricup,0,8629173,13:46,2015-10-26,269573,22:20,ok,Perl5 плагин для IntelliJ IDEA v1.1
