author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
stasus,19-11-15,PQR,0,8658665,10:34,2015-11-18,270651,09:19,ok,Смотрите сегодня в 18:00 MSK открытие конференции Connect(); //2015
stasus,19-11-15,stasus,0,8658913,13:03,2015-11-18,270651,09:19,ok,Смотрите сегодня в 18:00 MSK открытие конференции Connect(); //2015
