author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
EvseyFaydo,10-12-15,alexanderkrass,+1,8684465,03:46,2015-12-9,272755,16:44,ok,"Hello, SaaS | Российский SaaS 2015"
EvseyFaydo,10-12-15,EvseyFaydo,+1,8685361,18:43,2015-12-9,272755,16:44,ok,"Hello, SaaS | Российский SaaS 2015"
EvseyFaydo,10-12-15,VGusev2007,+1,8684787,12:38,2015-12-9,272755,16:44,ok,"Hello, SaaS | Российский SaaS 2015"
EvseyFaydo,10-12-15,EvseyFaydo,0,8684819,13:13,2015-12-9,272755,16:44,ok,"Hello, SaaS | Российский SaaS 2015"
EvseyFaydo,11-12-15,gydex,0,8685895,10:52,2015-12-9,272755,16:44,ok,"Hello, SaaS | Российский SaaS 2015"
EvseyFaydo,11-12-15,EvseyFaydo,0,8686001,11:54,2015-12-9,272755,16:44,ok,"Hello, SaaS | Российский SaaS 2015"
EvseyFaydo,21-12-15,gydex,0,8696623,10:10,2015-12-9,272755,16:44,ok,"Hello, SaaS | Российский SaaS 2015"
