author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
jasiejames,10-04-15,kelegorm,+3,9536728,12:30,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,DenimTornado,0,9536730,12:45,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,Klukonin,0,9536732,14:01,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,kelegorm,+1,9536734,14:08,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,Klukonin,0,9536736,14:16,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,qw1,+1,9536750,19:26,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,Klukonin,+1,9536762,21:22,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,11-04-15,qw1,0,9536768,11:57,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,alterpub,+1,9536738,16:41,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,kelegorm,0,9536740,16:46,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,valiorik,+2,9536742,17:18,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,YoMan,+1,9536748,19:05,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,hungry_ewok,0,9536764,23:33,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,ivlis,0,9536744,17:49,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,Diaver,+1,9536746,18:35,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,Meklon,+1,9536752,19:31,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,11-04-15,starius,+1,9536766,03:31,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,maratische,0,9536754,19:32,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,ivlis,0,9536760,20:03,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,16-04-15,vadimzz,0,9536776,12:30,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,16-04-15,darkfrei,0,9536782,18:17,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,maratische,+1,9536756,19:33,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,10-04-15,VenomBlood,+2,9536758,19:57,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,11-04-15,awoland,0,9536770,19:51,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,11-04-15,VenomBlood,0,9536772,23:46,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,12-04-15,awoland,0,9536774,08:32,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,22-04-15,VenomBlood,0,9536790,07:49,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,22-04-15,awoland,0,9536792,12:12,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,16-04-15,zelcam,0,9536778,14:13,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,17-04-15,mark94,+1,9536784,14:10,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,16-04-15,potan,+1,9536780,17:14,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,17-04-15,qw1,0,9536786,19:15,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
jasiejames,17-04-15,potan,0,9536788,22:08,2015-04-10,289458,02:33,ok,Google переносит серверы в Россию для соответствия 242-ФЗ
