author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
barsuga,13-07-15,askl,+3,8495939,10:40,2015-07-13,262411,10:24,ok,Основы успешной реализации push-уведомлений для мобильных приложений
barsuga,13-07-15,barsuga,0,8495971,10:59,2015-07-13,262411,10:24,ok,Основы успешной реализации push-уведомлений для мобильных приложений
barsuga,13-07-15,NtMag1steR,0,8496159,12:56,2015-07-13,262411,10:24,ok,Основы успешной реализации push-уведомлений для мобильных приложений
barsuga,13-07-15,BupycNet,–2,8496595,16:48,2015-07-13,262411,10:24,ok,Основы успешной реализации push-уведомлений для мобильных приложений
barsuga,13-07-15,barsuga,0,8496713,17:36,2015-07-13,262411,10:24,ok,Основы успешной реализации push-уведомлений для мобильных приложений
barsuga,18-07-15,HattoriHandzo,0,8505433,13:35,2015-07-13,262411,10:24,ok,Основы успешной реализации push-уведомлений для мобильных приложений
barsuga,18-07-15,barsuga,0,8505681,22:34,2015-07-13,262411,10:24,ok,Основы успешной реализации push-уведомлений для мобильных приложений
