author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
DataArt,06-05-16,Zeliret,0,8883478,14:31,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,drc,0,8883660,15:24,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,brooth,0,8883674,15:24,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,Artem_zin,0,8884534,20:22,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,brooth,0,8884652,21:00,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,Artem_zin,0,8884680,21:11,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,brooth,0,8884754,21:57,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,Artem_zin,0,8884808,22:25,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,brooth,0,8884862,22:52,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,Artem_zin,0,8884878,22:57,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,brooth,0,8884928,23:26,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,awsi,0,8884942,23:31,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,07-05-16,brooth,0,8885330,09:12,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,awsi,0,8884840,22:42,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
DataArt,06-05-16,brooth,0,8884902,23:10,2016-05-5,283018,15:02,ok,Dagger 2. Лечим зависимости по методике Google
