author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
AlexLeonov,22-05-15,AlexLeonov,–19,8430807,22:15,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,forgotten,+13,8430817,22:21,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,–1,8430825,22:25,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,SerafimArts,0,8430877,23:07,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,0,8430899,23:19,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,Blumfontein,+5,8431179,11:23,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,symbix,+1,8431187,11:30,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,Fesor,0,8431827,20:08,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Makcym,+56,8430683,20:31,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,sferrka,+3,8430689,20:38,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,forgotten,–3,8431049,02:42,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,Fesor,+2,8431829,20:12,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,sferrka,0,8431925,22:07,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,Fesor,0,8431951,22:52,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,maximw,+9,8430715,20:50,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,nelson,+5,8431393,18:08,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Darksynx,+3,8430717,20:55,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,0,8430809,22:17,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,powerman,+1,8431413,18:48,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,neolink,+1,8431437,19:24,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,powerman,0,8431445,19:42,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,neolink,0,8431449,19:56,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,powerman,0,8431473,21:07,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,powerman,+1,8431479,21:23,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,AlexLeonov,+1,8431441,19:33,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,powerman,+1,8431447,19:49,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,AlexLeonov,0,8431467,20:54,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,ilyaplot,0,8430751,21:30,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,SerafimArts,+7,8430995,00:46,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,nogoody,0,8431745,17:19,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,SerafimArts,0,8431779,18:15,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,26-05-15,marapper,0,8434133,10:29,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,stardust_kid,+2,8431683,14:04,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,ctacka,+11,8430753,21:32,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,iborzenkov,–17,8430821,22:22,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexWinner,+1,8430951,23:57,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,AlexLeonov,+2,8430955,00:02,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,AlexWinner,+1,8431021,01:21,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,ctacka,+2,8430973,00:12,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,AlexWinner,+4,8431005,00:59,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,AlexLeonov,–1,8430979,00:26,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,jonic,0,8430785,22:02,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Lexx918,+16,8430789,22:03,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,edogs,+4,8430791,22:04,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,SerafimArts,0,8430999,00:52,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,edogs,0,8431039,02:10,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Ugputu,+4,8430797,22:11,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Darksynx,+4,8430885,23:13,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,+1,8430889,23:15,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Darksynx,+2,8430903,23:24,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,bolk,+1,8431149,09:56,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,guai,0,8431775,18:08,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,bolk,0,8431863,20:42,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,guai,0,8431891,21:00,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,Fesor,0,8431913,21:47,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,guai,0,8431923,22:04,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,Fesor,0,8431955,23:05,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,25-05-15,bolk,0,8432177,07:06,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,symbix,+3,8431155,10:14,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,24-05-15,Kroid,+2,8431627,10:54,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,ganjar,+2,8430863,23:02,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,–2,8430865,23:05,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,SDSWanderer,0,8430871,23:06,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,+1,8430883,23:09,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Darksynx,–1,8430897,23:19,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,0,8430901,23:21,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Darksynx,–1,8430909,23:27,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,0,8430917,23:33,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Darksynx,0,8430923,23:37,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,0,8430925,23:38,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,Darksynx,0,8430937,23:47,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,22-05-15,AlexLeonov,0,8430947,23:53,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,Darksynx,0,8430965,00:07,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,AlexLeonov,0,8430971,00:10,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,27-05-15,Fesor,0,8437317,21:52,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,noder,+1,8430985,00:33,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
AlexLeonov,23-05-15,noder,+1,8430987,00:36,2015-05-22,258567,18:18,ok,"Не мамонт ли Вы? (пятничный тест; который ложь, да в ней намек)"
