author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
esetnod32,07-07-15,Ml1ght,+14,8489571,14:32,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,EnterSandman,0,8489577,14:35,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,kolu4iy,+5,8489605,15:02,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,x4fab,+5,8489629,15:27,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,gorodianskyi,+1,8489661,15:54,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,x4fab,–3,8489677,16:05,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,Lsh,+1,8489715,16:25,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,Mnemonik,+2,8489835,17:44,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,seleko,0,8489633,15:29,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,kolu4iy,0,8489643,15:35,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,Lsh,+5,8489663,15:57,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,a553,+5,8489671,16:01,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,Lsh,+1,8489707,16:20,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,14-07-15,aps,–2,8497571,11:08,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,14-07-15,TheRabbitFlash,+1,8497587,11:13,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,halyavin,+5,8489713,16:24,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,dokxpi,0,8489865,18:11,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,LuckyStarr,0,8489901,18:44,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,zencd,+6,8489771,17:12,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,07-07-15,yosemity,+2,8490159,22:03,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,08-07-15,wxmaper,0,8490319,00:21,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,08-07-15,IvanAnonym,0,8490403,04:47,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,08-07-15,Beholder,0,8490651,10:50,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
esetnod32,14-07-15,TheRabbitFlash,+1,8497731,12:00,2015-07-7,261979,14:18,ok,В Adobe Flash Player обнаружена опасная 0day уязвимость
