author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
masterkit,02-04-15,shuvaevgl,+1,8358149,19:48,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,aivs,0,8358603,00:11,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,fundorin,0,8358663,00:58,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,k_sashka,0,8358681,01:33,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,fundorin,0,8358689,01:37,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,k_sashka,0,8358697,01:48,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,fundorin,0,8359043,10:40,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,k_sashka,0,8359883,16:18,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,xtraroman,0,8358673,01:17,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
masterkit,03-04-15,r00tGER,+2,8358911,09:11,2015-04-2,254739,18:24,ok,Будильник в технодизайне — настольные часы на основе Arduino
