author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
tegArt,03-07-15,mckalech,–10,8486527,22:39,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,03-07-15,Zibx,–25,8486533,22:53,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,03-07-15,DOC_tr,+2,8486563,23:44,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,03-07-15,igordata,0,8486577,23:58,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Tobishua,+13,8486581,00:11,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,stas404,+89,8486579,00:03,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,05-07-15,w0den,+3,8487399,14:05,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,kvaki,+3,8486585,00:30,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,qmax,+10,8486607,01:19,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Ogra,+3,8486667,08:17,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Keyten,+8,8486751,11:18,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,07-07-15,Grawl,+2,8489109,08:58,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,08-07-15,Lain_13,0,8490755,11:57,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,08-07-15,Ogra,0,8491245,16:01,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,07-07-15,massimus,0,8489891,18:37,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,mantiscorp,0,8486675,09:08,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,anmipo,+10,8486743,10:59,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Aleko,+3,8487019,16:21,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Aleko,+7,8487029,16:48,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Aleko,0,8487031,16:50,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,bodqhrohro,0,8487053,17:28,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Mercury13,0,8487059,17:46,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,bodqhrohro,+18,8487071,18:13,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Keyten,–4,8487129,20:22,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Keyten,–4,8487131,20:27,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Keyten,0,8487135,20:31,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,05-07-15,Keyten,0,8487251,01:57,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Blumfontein,+2,8487155,21:03,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,anmipo,+15,8487213,22:27,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,Blumfontein,–2,8487169,21:29,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,04-07-15,tegArt,+5,8487179,21:36,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,06-07-15,nomn,+2,8487867,10:08,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,06-07-15,dima117,0,8488063,12:43,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,06-07-15,JC_Piligrim,+1,8488511,17:10,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,06-07-15,tegArt,+1,8488529,17:23,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,06-07-15,tegArt,0,8488681,18:39,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,07-07-15,TolyaMBA,0,8489301,11:27,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,07-07-15,Acuna,0,8489585,14:44,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,07-07-15,tegArt,0,8489601,14:55,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,07-07-15,Acuna,0,8489675,16:04,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,08-07-15,Keyten,0,8491475,18:38,2015-07-3,261769,21:48,ok,Каламбуры на css
tegArt,08-07-15,tegArt,+1,8491495,18:56,2015-07-3,261769,21:48,ok,Каламбуры на css
