author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
ACooper,06-04-15,AlexanderS,+1,8363007,13:11,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,reff,0,8363407,16:27,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,AlexanderS,0,8363415,16:30,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,reff,+1,8363425,16:34,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,AlexanderS,0,8363435,16:37,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,ACooper,0,8363837,22:27,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,Meklon,+1,8364153,09:42,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,ACooper,0,8365863,22:27,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,08-04-15,Meklon,0,8366223,07:39,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,michaelkl,+1,8364207,10:23,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,n1nj4p0w3r,0,8364621,13:21,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,michaelkl,+1,8364725,13:48,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,ACooper,+1,8365897,22:52,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,08-04-15,ACooper,+1,8368135,23:19,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,istui,0,8365833,22:10,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,08-04-15,ACooper,+1,8368127,23:16,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,20-09-17,silverjoe,0,10428136,17:24,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,Meklon,+1,8363059,13:30,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,roller,0,8363239,14:40,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,istui,0,8363295,15:18,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,roller,0,8363321,15:42,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,istui,0,8363333,15:49,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,ACooper,0,8363845,22:32,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,fkvf,0,8363311,15:32,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,ACooper,0,8363805,21:59,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,istui,+1,8363317,15:41,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,06-04-15,ACooper,0,8363865,22:45,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
ACooper,07-04-15,istui,0,8365809,22:01,2015-04-6,255019,11:45,ok,Облака — белогривые лошадки или безопасный ownCloud для «маленьких» в FreeNAS
