author,comment_date,comment_nickname,comment_rating,comment_rel,comment_time,post_date,post_id,post_time,status,title
viktorkorsun,26-03-15,Wadik,+3,8345995,10:35,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,viktorkorsun,0,8346177,11:49,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,k06a,+3,8346447,13:19,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,27-03-15,DmitriyH,–1,8348675,13:39,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,27-03-15,DmitriyH,0,8348705,13:47,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,28-03-15,viktorkorsun,+1,8351013,23:12,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,30-03-15,DmitriyH,0,8351873,00:16,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,katleta,+2,8345997,10:35,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,x512,+12,8346005,10:37,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,kopch,0,8346009,10:39,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,BaRoN,0,8346111,11:25,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,viktorkorsun,0,8346235,12:05,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,Krypt,0,8346253,12:07,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,27-03-15,alterpub,0,8348163,10:34,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,27-03-15,withoutuniverse,0,8348229,11:10,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,27-03-15,alterpub,0,8348239,11:15,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,27-03-15,withoutuniverse,0,8348255,11:22,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,m0sk1t,0,8346391,12:55,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,SPetruk,+10,8346097,11:16,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,TimsTims,+4,8346117,11:26,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,viktorkorsun,0,8346169,11:48,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,perfectdaemon,+1,8346129,11:33,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,viktorkorsun,+6,8346193,11:55,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,Hertz,+4,8346227,12:02,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,frol,+4,8346135,11:34,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
viktorkorsun,26-03-15,RPG18,+5,8346159,11:41,2015-03-26,254009,10:13,ok,Как я спас несколько жизней оптимизацией и немного о работе в Zeptolab
